nomes;idade;cidade;estado;cpf;cnpj;cpfStatus;cnpjStatus
TAMMY clark;78;ABADIADOSDOURADOS;MG;64396682182;72177308246117;True;True
COURTNEY fuentes;32;GUACLARA;MS;60970520735;13154091203860;True;True
CYNTHIA jones;47;ACORIZAL;MT;32528520123;73504571347161;True;True
DAWN wilson;41;ABAETETUBA;PA;59755001336;33251200775160;True;True
MELISSA hahn;21;GUABRANCA;PB;73895686239;82809635316759;True;True
LINDA case;84;ABREUELIMA;PE;57087862804;36925264720295;True;True
ANGELA johnson;45;ACAU;PI;30411501909;70569222198380;True;True
JESSICA banks;66;ABATI;PR;85369549656;40770287514009;True;True
JANICE walker;71;ANGRADOSREIS;RJ;44880653330;77945468550256;True;True
TINA pierce;28;ACARI;RN;29605332752;01536011467248;True;True
KELLY bryan;46;ALTAFLORESTADOESTE;RO;76025901716;90373980037757;True;True
CLAIRE shaw;51;AMAJARI;RR;94896812530;62514518383784;True;True
ALEXANDRA wood;78;ACEGU;RS;13789833517;69105008072373;True;True
AMANDA ford;34;ABDONBATISTA;SC;80499243005;13775332747481;True;True
MONICA arnold;58;AMPARODESOFRANCISCO;SE;22039726705;80428337277879;True;True
SARAH moreno;63;ADAMANTINA;SP;58643048160;86395535779709;True;True
TAMMY mcfarland;76;ABREULNDIA;TO;46720538730;25272122657469;True;True
KAREN reynolds;67;ACRELNDIA;AC;57284564130;03541640703874;True;True
ASHLEY daniels;70;GUABRANCA;AL;05933982202;65047449390196;True;True
STACY mccoy;67;ALVARES;AM;08024053632;90892130644149;True;True
LISA hooper;45;SERRADONAVIO;AP;31579701353;19582335130569;True;True
KAYLA fisher;74;ABARA;BA;82377209971;81945077174983;True;True
LINDSEY mcintyre;72;ABAIARA;CE;38290359349;48954942814396;True;True
SHANNON garcia;27;Braslia;DF;03207757391;08452522584375;True;True
GINA richards;78;AFONSOCLUDIO;ES;27449632594;79865557883373;True;True
AMY baker;34;ABADIADEGOIS;GO;78498501490;70413513805965;True;True
CYNTHIA richards;71;AAILNDIA;MA;48919560463;85011065805436;True;True
KENDRA richardson;80;ABADIADOSDOURADOS;MG;14008398740;31216391369103;True;True
GINA marshall;27;GUACLARA;MS;60601753330;89567740635105;True;True
ANGELA carey;49;ACORIZAL;MT;38068749802;48858990887698;True;True
ANGELA oliver;47;ABAETETUBA;PA;95794979313;69123216888419;True;True
AMANDA rodriguez;54;GUABRANCA;PB;76745718154;17635550657723;True;True
HANNAH henderson;89;ABREUELIMA;PE;79988329326;96099434896538;True;True
DANIELLE stone;26;ACAU;PI;62660113874;99653052591220;True;True
CRYSTAL wright;83;ABATI;PR;83438918480;19085080515900;True;True
AMANDA martinez;72;ANGRADOSREIS;RJ;96814419157;14924636940005;True;True
JENNIFER hartman;75;ACARI;RN;97404322120;74580617754580;True;True
LAUREN nolan;44;ALTAFLORESTADOESTE;RO;10505527413;29747069668310;True;True
SHEILA sparks;41;AMAJARI;RR;34081696322;30415488505701;True;True
KAITLIN smith;87;ACEGU;RS;14714026577;03427464065708;True;True
CYNTHIA thornton;64;ABDONBATISTA;SC;09667431568;63403284741942;True;True
CHELSEA thomas;47;AMPARODESOFRANCISCO;SE;06615992990;49244460898908;True;True
AMANDA clark;62;ADAMANTINA;SP;87743019500;24735596158945;True;True
KELLY smith;83;ABREULNDIA;TO;25492932748;41117693727289;True;True
KATHRYN matthews;70;ACRELNDIA;AC;69105328640;99973503553622;True;True
CHRISTINA douglas;78;GUABRANCA;AL;96871193227;90629502496522;True;True
KRISTIN townsend;41;ALVARES;AM;17761920362;64792748223105;True;True
KIMBERLY davis;70;SERRADONAVIO;AP;42491014017;81286622846584;True;True
TERRY hill;39;ABARA;BA;03154815449;43543357312449;True;True
NATALIE simon;77;ABAIARA;CE;09726723973;16795930081607;True;True
ANITA duncan;23;Braslia;DF;58750351613;54452806070601;True;True
JULIA macias;24;AFONSOCLUDIO;ES;36325960505;41897857299414;True;True
MARY thompson;33;ABADIADEGOIS;GO;93568674378;25454783205423;True;True
CATHY donaldson;65;AAILNDIA;MA;29949284422;24248487949275;True;True
NANCY brown;65;ABADIADOSDOURADOS;MG;92582680915;11024390177595;True;True
ANGELA gonzalez;36;GUACLARA;MS;04343358518;00766244856688;True;True
CYNTHIA johnson;58;ACORIZAL;MT;33744075109;33024529816994;True;True
KAITLIN hughes;60;ABAETETUBA;PA;36288023850;64596906533347;True;True
NANCY lopez;45;GUABRANCA;PB;85260532996;78741708545936;True;True
KAREN rodriguez;75;ABREUELIMA;PE;00580384500;49134872633924;True;True
CAROL spencer;85;ACAU;PI;10356549542;80490060429337;True;True
CHERYL nguyen;47;ABATI;PR;09488404043;41007480570540;True;True
MORGAN summers;61;ANGRADOSREIS;RJ;72881483275;39942162532275;True;True
MORGAN schneider;56;ACARI;RN;23034513534;20060843420726;True;True
DEBORAH hall;47;ALTAFLORESTADOESTE;RO;50819484970;53148744943000;True;True
ALYSSA barron;75;AMAJARI;RR;10698257197;40250715324958;True;True
LAURA grimes;81;ACEGU;RS;08503123452;47755534378852;True;True
JAMIE adams;19;ABDONBATISTA;SC;60426875737;94358982985952;True;True
SUSAN richardson;78;AMPARODESOFRANCISCO;SE;38349340207;34231538094352;True;True
MAUREEN evans;44;ADAMANTINA;SP;48166472015;37357167616301;True;True
JAMIE faulkner;44;ABREULNDIA;TO;66155851387;46837350510653;True;True
LAUREN wells;43;ACRELNDIA;AC;85963337976;10712051264504;True;True
MEGAN johnson;74;GUABRANCA;AL;87822859188;23786467999632;True;True
TRACI franklin;53;ALVARES;AM;07064607662;60199425411829;True;True
KATHLEEN doyle;81;SERRADONAVIO;AP;65355518060;71368542761870;True;True
PAMELA lewis;90;ABARA;BA;18546930694;66773347640087;True;True
NANCY rivera;18;ABAIARA;CE;28669924587;67822758748601;True;True
JILL brooks;46;Braslia;DF;00354900129;47702759818670;True;True
MELINDA wright;36;AFONSOCLUDIO;ES;09173355623;57345794943020;True;True
MELISSA small;35;ABADIADEGOIS;GO;41010147528;76765806236179;True;True
ROSE rogers;75;AAILNDIA;MA;80434395595;06601908618378;True;True
ANA murphy;31;ABADIADOSDOURADOS;MG;11549522310;38417150064060;True;True
KAREN cuevas;48;GUACLARA;MS;83424790486;03618761239232;True;True
LISA banks;85;ACORIZAL;MT;53278229584;71152390326603;True;True
BRITTANY davies;69;ABAETETUBA;PA;30197102603;32312401219523;True;True
DONNA mcintyre;48;GUABRANCA;PB;65411796628;51780674378262;True;True
BRANDI brewer;58;ABREUELIMA;PE;76198009998;27512357720116;True;True
ASHLEY smith;78;ACAU;PI;13981776100;86331702692970;True;True
ELIZABETH hernandez;54;ABATI;PR;25830597853;20373982846448;True;True
SHANNON bishop;55;ANGRADOSREIS;RJ;12950527507;28650150664084;True;True
JENNIFER gonzalez;32;ACARI;RN;98039835801;30030179263604;True;True
BRENDA murray;80;ALTAFLORESTADOESTE;RO;95299981635;04664264923568;True;True
CARLA fisher;90;AMAJARI;RR;65489939508;24194645037848;True;True
ERICA barber;65;ACEGU;RS;23597031455;42679813215805;True;True
LAUREN gonzalez;55;ABDONBATISTA;SC;85029233407;87951444411816;True;True
MORGAN wise;57;AMPARODESOFRANCISCO;SE;05693573222;12398824859583;True;True
ANNA rodriguez;85;ADAMANTINA;SP;40380322137;10391293500379;True;True
REGINA walsh;27;ABREULNDIA;TO;28774603639;58944974215657;True;True
JAMIE green;38;ACRELNDIA;AC;46894054339;12237596451722;True;True
LINDSAY klein;59;GUABRANCA;AL;41104832712;65058343956795;True;True
MELISSA smith;21;ALVARES;AM;64141985520;73688801491983;True;True
KAREN stephens;58;SERRADONAVIO;AP;35402810966;74434292693633;True;True
LISA schwartz;30;ABARA;BA;45748328003;76148738760981;True;True
CHARLOTTE adams;89;ABAIARA;CE;89487229051;09242282229016;True;True
VICKI hernandez;81;Braslia;DF;84429580456;06525404810934;True;True
SHERRY cooper;18;AFONSOCLUDIO;ES;25525770598;60202436559800;True;True
KIMBERLY buchanan;83;ABADIADEGOIS;GO;57328712848;17837781158209;True;True
MORGAN ramos;24;AAILNDIA;MA;70324413513;88462059052029;True;True
PAMELA ochoa;73;ABADIADOSDOURADOS;MG;60380592290;37784494065874;True;True
STEPHANIE cross;29;GUACLARA;MS;37949270365;53331393343381;True;True
DENISE blevins;33;ACORIZAL;MT;43948372519;79689844079066;True;True
ROBIN clark;55;ABAETETUBA;PA;93275078860;18900649521523;True;True
KRISTIN wright;58;GUABRANCA;PB;74393979320;25388559974271;True;True
JENNA green;49;ABREUELIMA;PE;50735402639;80214259524912;True;True
JAMIE robinson;78;ACAU;PI;28130991209;75747034004807;True;True
WENDY lawrence;79;ABATI;PR;15132423850;89062259114699;True;True
JESSICA newton;22;ANGRADOSREIS;RJ;12389908195;32234191722873;True;True
PATRICIA farmer;48;ACARI;RN;67244579470;57180671016283;True;True
CHRISTINE schmidt;25;ALTAFLORESTADOESTE;RO;54470618306;45731316648159;True;True
TONYA johnson;34;AMAJARI;RR;44329797046;70615172494808;True;True
SARAH kane;54;ACEGU;RS;90955948746;79542408165730;True;True
KRISTIN long;87;ABDONBATISTA;SC;63815603714;09617277395137;True;True
SARAH cobb;70;AMPARODESOFRANCISCO;SE;89221788504;24539293470101;True;True
JULIE buchanan;60;ADAMANTINA;SP;99014459220;44155306344878;True;True
TONYA combs;69;ABREULNDIA;TO;76385429407;06254700260000;True;True
KAREN jones;71;ACRELNDIA;AC;02954686960;79906021882387;True;True
CARRIE norman;44;GUABRANCA;AL;70372103901;88356439390561;True;True
JENNIFER cox;63;ALVARES;AM;63862183297;97471650861225;True;True
KATHRYN henderson;22;SERRADONAVIO;AP;58705166500;89758795600218;True;True
KATELYN walls;37;ABARA;BA;41092017135;10840886479317;True;True
JANET miller;87;ABAIARA;CE;81011246082;66777550636342;True;True
KAYLEE gonzalez;67;Braslia;DF;84860351126;33155724241284;True;True
WENDY logan;72;AFONSOCLUDIO;ES;60987447181;82811756546900;True;True
LESLIE brown;65;ABADIADEGOIS;GO;20762450061;77630691798761;True;True
EMILY green;24;AAILNDIA;MA;14469765562;06178657615264;True;True
JESSICA valencia;31;ABADIADOSDOURADOS;MG;15732856501;53666904497704;True;True
KELLY thompson;60;GUACLARA;MS;31782176144;54830701127926;True;True
KAYLA hunt;48;ACORIZAL;MT;44173453922;26021234506460;True;True
NANCY hobbs;64;ABAETETUBA;PA;82097222390;95548794288728;True;True
BRIANA page;54;GUABRANCA;PB;12859833439;53490175534306;True;True
OLIVIA kent;69;ABREUELIMA;PE;64057464026;83864619660694;True;True
SANDRA stevenson;63;ACAU;PI;03095603061;35022086038372;True;True
ANGELA salinas;75;ABATI;PR;44625719674;93579892527203;True;True
JACQUELINE perry;81;ANGRADOSREIS;RJ;33634286504;22652739862180;True;True
JESSICA williams;44;ACARI;RN;33442964342;21070914958866;True;True
ANGELA brooks;90;ALTAFLORESTADOESTE;RO;41562001086;84561422451136;True;True
DEANNA williams;37;AMAJARI;RR;35709537500;76882073048585;True;True
AMANDA reid;47;ACEGU;RS;69878762238;78989105026250;True;True
CASSIDY robertson;32;ABDONBATISTA;SC;57124654858;30050180471708;True;True
LAURA thomas;24;AMPARODESOFRANCISCO;SE;66797042194;17467594434571;True;True
JENNIFER krueger;76;ADAMANTINA;SP;35826344504;16862400071671;True;True
LAURA arias;43;ABREULNDIA;TO;26221148340;19781022489570;True;True
SARAH hicks;39;ACRELNDIA;AC;02959589106;33422835536943;True;True
DEANNA jackson;26;GUABRANCA;AL;22461621497;17529306304514;True;True
MONICA fuentes;85;ALVARES;AM;70129700304;51339133467565;True;True
KIMBERLY phillips;28;SERRADONAVIO;AP;88164452386;29523318831308;True;True
ERICA johnson;50;ABARA;BA;01548540773;53713796702549;True;True
TONYA leonard;35;ABAIARA;CE;08721428840;19826147939443;True;True
JENNIFER delacruz;25;Braslia;DF;80191939447;69507624283807;True;True
STEPHANIE howard;90;AFONSOCLUDIO;ES;67048818247;87725216388583;True;True
BRITTANY buchanan;87;ABADIADEGOIS;GO;44400752070;13995523638242;True;True
JILL shaw;18;AAILNDIA;MA;76610712310;76986633646520;True;True
MARY torres;55;ABADIADOSDOURADOS;MG;76233078270;57133260203185;True;True
SUSAN ewing;51;GUACLARA;MS;42879471346;15197237942845;True;True
RACHEL chapman;43;ACORIZAL;MT;73023965900;13325393399902;True;True
MAUREEN ramirez;61;ABAETETUBA;PA;60763635332;30609028080012;True;True
SANDRA rowe;81;GUABRANCA;PB;72002632499;31400407719215;True;True
SHERYL ross;59;ABREUELIMA;PE;34170087780;47328514431542;True;True
SUSAN stewart;32;ACAU;PI;32969103281;27667346640934;True;True
TRACEY gallegos;87;ABATI;PR;29027689741;55977466354881;True;True
KAREN todd;75;ANGRADOSREIS;RJ;63044178100;49579726172913;True;True
ASHLEY frazier;63;ACARI;RN;25227769591;07667972572497;True;True
KATHERINE austin;18;ALTAFLORESTADOESTE;RO;88460154360;26849241136852;True;True
ANNE ruiz;60;AMAJARI;RR;30586082506;16174063268768;True;True
JORDAN estes;53;ACEGU;RS;00076260704;40890630685015;True;True
ELIZABETH adams;40;ABDONBATISTA;SC;03212478411;95995256924360;True;True
LAUREN campbell;61;AMPARODESOFRANCISCO;SE;74125156085;41829723790305;True;True
TINA cervantes;43;ADAMANTINA;SP;65616187933;25593368630666;True;True
JESSICA carson;39;ABREULNDIA;TO;25262199658;06994052754101;True;True
MARISSA rose;47;ACRELNDIA;AC;88637689604;93167126761331;True;True
NINA neal;69;GUABRANCA;AL;31854771540;47993541947501;True;True
JULIE chambers;37;ALVARES;AM;92246731127;94886721198873;True;True
JENNIFER hall;19;SERRADONAVIO;AP;62926722397;30657820642490;True;True
RACHEL davis;36;ABARA;BA;91858901626;97925878987772;True;True
LAUREN walters;18;ABAIARA;CE;33818256071;91268064085447;True;True
JANICE scott;28;Braslia;DF;20947565051;73684721048258;True;True
SANDRA garrison;85;AFONSOCLUDIO;ES;32183326131;83980244200112;True;True
RENEE kelley;22;ABADIADEGOIS;GO;67007644244;68261027076313;True;True
MIRANDA walsh;55;AAILNDIA;MA;39572472500;85566818121341;True;True
TINA gonzalez;37;ABADIADOSDOURADOS;MG;97995404530;82826690114100;True;True
DEBORAH rojas;69;GUACLARA;MS;84226590180;11729615452747;True;True
JAMIE brown;80;ACORIZAL;MT;15055504919;93857312295067;True;True
DANA hurley;33;ABAETETUBA;PA;12968471791;34001380823180;True;True
MARISSA keller;51;GUABRANCA;PB;17186850170;95785667615530;True;True
TRACY carter;82;ABREUELIMA;PE;03808681721;70545832744879;True;True
RACHEL hughes;38;ACAU;PI;90378266799;33681577813506;True;True
JAMIE christensen;69;ABATI;PR;20095845038;93837089238610;True;True
KAREN meza;33;ANGRADOSREIS;RJ;77175574959;98167956185616;True;True
STEPHANIE rodriguez;24;ACARI;RN;59714357527;08894352680183;True;True
JESSICA sawyer;53;ALTAFLORESTADOESTE;RO;34762806595;09631958156082;True;True
KIMBERLY sanford;73;AMAJARI;RR;34912954403;00869248036627;True;True
JODI jackson;42;ACEGU;RS;43626023990;67405844583008;True;True
BRIANNA thomas;80;ABDONBATISTA;SC;93688484835;14250183885622;True;True
SARAH alexander;18;AMPARODESOFRANCISCO;SE;45961524701;98145905558201;True;True
SHEENA sampson;79;ADAMANTINA;SP;09598170934;18894835443350;True;True
JENNIFER mullins;44;ABREULNDIA;TO;19281649004;93596368689135;True;True
JENNIFER reynolds;54;ACRELNDIA;AC;86949441118;94713447510869;True;True
KIM moore;84;GUABRANCA;AL;82096978467;04729082043803;True;True
DENISE johnson;63;ALVARES;AM;73945590337;98036364177301;True;True
CAROL castro;74;SERRADONAVIO;AP;43776746092;21242746189446;True;True
ERIN montgomery;62;ABARA;BA;80825352967;15439215405245;True;True
SYDNEY holder;79;ABAIARA;CE;46161355760;21498152143832;True;True
CRYSTAL holland;48;Braslia;DF;79273615201;14284253447631;True;True
MEGAN ramos;32;AFONSOCLUDIO;ES;50462868311;86557004961808;True;True
LISA hogan;61;ABADIADEGOIS;GO;35801358994;21694780353782;True;True
SARAH hayes;21;AAILNDIA;MA;96801554395;44252765181202;True;True
MARY sullivan;70;ABADIADOSDOURADOS;MG;60122582918;64850588068205;True;True
PAMELA moreno;45;GUACLARA;MS;53914229225;25527178943932;True;True
JESSICA murphy;88;ACORIZAL;MT;18653192107;12905774755613;True;True
VIRGINIA savage;46;ABAETETUBA;PA;20992013585;23031402040614;True;True
CHRISTINE watkins;83;GUABRANCA;PB;50092797385;73921601969055;True;True
SARAH rivas;54;ABREUELIMA;PE;30184560179;28672971723476;True;True
KELLY martin;25;ACAU;PI;16159767950;78804425138410;True;True
LINDSEY williams;29;ABATI;PR;34891361794;40998304856440;True;True
JACQUELINE english;65;ANGRADOSREIS;RJ;93694980601;04213279105246;True;True
JULIE ruiz;41;ACARI;RN;47597552769;35933583374608;True;True
ELIZABETH schroeder;60;ALTAFLORESTADOESTE;RO;54249368220;49527405180994;True;True
JENNIFER simpson;68;AMAJARI;RR;11589905881;65424994630309;True;True
TARA friedman;30;ACEGU;RS;23327990107;47474376133169;True;True
MICHELLE wilson;72;ABDONBATISTA;SC;96944201488;67596152267257;True;True
SHARON hall;39;AMPARODESOFRANCISCO;SE;06231259862;41006866285680;True;True
JUDY santiago;21;ADAMANTINA;SP;31811819940;80114275263285;True;True
JENNIFER guzman;84;ABREULNDIA;TO;62520273402;47833615803893;True;True
ANGELA miller;31;ACRELNDIA;AC;17013994740;88510644182775;True;True
MARIA moore;38;GUABRANCA;AL;01832865967;72508603866409;True;True
DONNA goodman;33;ALVARES;AM;54755763274;07506128061714;True;True
KARA alvarado;48;SERRADONAVIO;AP;56123079263;62553384464387;True;True
LORI perry;36;ABARA;BA;46367308792;75071961955161;True;True
TERESA schmidt;82;ABAIARA;CE;57045912137;95347188698560;True;True
CARLA miller;55;Braslia;DF;06176337623;36326902955569;True;True
STEPHANIE anderson;37;AFONSOCLUDIO;ES;26157637501;46762730921978;True;True
VERONICA carlson;60;ABADIADEGOIS;GO;89378261191;44664443069861;True;True
NATALIE green;86;AAILNDIA;MA;19394522018;30407095998418;True;True
RACHAEL christian;78;ABADIADOSDOURADOS;MG;12984097483;41748203597365;True;True
MICHELLE burgess;56;GUACLARA;MS;82770825763;68485854305845;True;True
MICHELLE pearson;75;ACORIZAL;MT;06152224802;47091919407986;True;True
KIMBERLY garcia;55;ABAETETUBA;PA;63692659695;12179092719445;True;True
LAUREN lindsey;36;GUABRANCA;PB;47077994694;44129313464108;True;True
JACKIE valdez;52;ABREUELIMA;PE;73009921888;69086550895063;True;True
MELISSA malone;59;ACAU;PI;63478036070;14603995350921;True;True
LAURA campos;62;ABATI;PR;94827448299;82409364106693;True;True
ELIZABETH anderson;48;ANGRADOSREIS;RJ;94835454472;49981073333680;True;True
BRIANNA stuart;71;ACARI;RN;82120552134;12048931234131;True;True
AMY bailey;80;ALTAFLORESTADOESTE;RO;46462960981;08374895741225;True;True
NICOLE sullivan;61;AMAJARI;RR;20884937003;50251798042460;True;True
SARAH guerrero;42;ACEGU;RS;65603895535;88415786840734;True;True
CLAUDIA walker;77;ABDONBATISTA;SC;01304618226;93881231160091;True;True
CASEY ramsey;67;AMPARODESOFRANCISCO;SE;47133686449;56729090343067;True;True
LISA vazquez;67;ADAMANTINA;SP;71041483104;09493104010384;True;True
CHERYL mckinney;21;ABREULNDIA;TO;14576235281;59261476138902;True;True
KATHLEEN adkins;71;ACRELNDIA;AC;37125020364;76515560259470;True;True
VANESSA mcgrath;35;GUABRANCA;AL;05521413138;13293931162584;True;True
CYNTHIA jimenez;71;ALVARES;AM;18873176003;23376755616388;True;True
LAURIE mann;77;SERRADONAVIO;AP;18624278104;06408898551262;True;True
JESSICA garza;64;ABARA;BA;96085964919;27100879126977;True;True
REBECCA moreno;79;ABAIARA;CE;04617923543;42821281584756;True;True
STEPHANIE ramirez;19;Braslia;DF;14883362108;14150788122079;True;True
ROBIN ward;23;AFONSOCLUDIO;ES;36035280420;42001001590062;True;True
BARBARA warren;71;ABADIADEGOIS;GO;97341586435;49425662454047;True;True
DEBRA munoz;62;AAILNDIA;MA;98586243795;15201075479551;True;True
SARA carpenter;67;ABADIADOSDOURADOS;MG;77757321565;04546010179560;True;True
FAITH nelson;21;GUACLARA;MS;08540765659;37448358758760;True;True
MIRANDA rowe;46;ACORIZAL;MT;82125478501;42982871047919;True;True
ASHLEY garcia;71;ABAETETUBA;PA;72035248175;49840285237338;True;True
KATIE garcia;90;GUABRANCA;PB;99149249649;72747328919431;True;True
RACHEL wilson;62;ABREUELIMA;PE;36320382872;76917416103100;True;True
LAURA collier;37;ACAU;PI;82111802948;60346398775219;True;True
JESSICA duncan;74;ABATI;PR;50015098583;48625062104670;True;True
CARLA gordon;54;ANGRADOSREIS;RJ;53100923154;38119423427908;True;True
LORI bird;21;ACARI;RN;14883564088;71512804354947;True;True
MOLLY smith;85;ALTAFLORESTADOESTE;RO;79311692557;62651011730162;True;True
ANNE shea;39;AMAJARI;RR;05650304262;44756469321270;True;True
REBECCA torres;36;ACEGU;RS;36384300141;63607449301922;True;True
CHARLENE lambert;27;ABDONBATISTA;SC;10733667589;12674047276298;True;True
RHONDA bray;56;AMPARODESOFRANCISCO;SE;60404051391;97612487101201;True;True
JILL leblanc;81;ADAMANTINA;SP;07116575561;51518687600548;True;True
VIRGINIA anderson;82;ABREULNDIA;TO;78091975090;15210896012893;True;True
ALYSSA phillips;78;ACRELNDIA;AC;80442760760;55318715082053;True;True
ASHLEY oconnor;41;GUABRANCA;AL;95769625520;49851987345985;True;True
CHRISTINA morales;48;ALVARES;AM;51083585207;93805252808192;True;True
LESLIE barnes;32;SERRADONAVIO;AP;20725696214;34433842033910;True;True
SARAH mckee;84;ABARA;BA;11837343870;11550901814405;True;True
JILL lam;42;ABAIARA;CE;42206766604;98228002404300;True;True
CHRISTINE marshall;72;Braslia;DF;65810804381;09277056572808;True;True
KATHERINE klein;46;AFONSOCLUDIO;ES;16554168559;56233308325782;True;True
CATHERINE olson;69;ABADIADEGOIS;GO;48273591212;13874141275877;True;True
EMILY carney;49;AAILNDIA;MA;24573410007;93574584481430;True;True
MIRANDA reeves;83;ABADIADOSDOURADOS;MG;45623183506;10562013807311;True;True
HANNAH robinson;83;GUACLARA;MS;32046423801;64949875572692;True;True
SHANNON jefferson;42;ACORIZAL;MT;54587255300;44313151516570;True;True
JENNIFER lane;39;ABAETETUBA;PA;58674217087;34801488762000;True;True
AMANDA mcgrath;62;GUABRANCA;PB;51431315702;83639365668695;True;True
MELISSA long;57;ABREUELIMA;PE;61437052673;65040466798010;True;True
JILL copeland;86;ACAU;PI;65478998451;91804643759280;True;True
NICOLE thomas;47;ABATI;PR;26693521703;00967879330013;True;True
JASMINE carlson;61;ANGRADOSREIS;RJ;71078900264;06359324987295;True;True
ANDREA gray;76;ACARI;RN;03729248324;12396514707509;True;True
SABRINA james;77;ALTAFLORESTADOESTE;RO;97968819504;42051881701177;True;True
MICHELLE navarro;50;AMAJARI;RR;74476325629;80724576123216;True;True
JENNIFER norris;77;ACEGU;RS;50094173591;91161519444250;True;True
MARIE farmer;84;ABDONBATISTA;SC;24141998818;22043469811203;True;True
ANNA garcia;54;AMPARODESOFRANCISCO;SE;69748239241;55459578772332;True;True
KATHERINE perkins;21;ADAMANTINA;SP;73545161129;89727680157486;True;True
MARY rush;40;ABREULNDIA;TO;62227764007;13605369870581;True;True
ELIZABETH maxwell;32;ACRELNDIA;AC;98572814787;42722892993752;True;True
CYNTHIA townsend;47;GUABRANCA;AL;48390595435;88281023368194;True;True
JOCELYN lopez;82;ALVARES;AM;98660696212;39005548669396;True;True
HOLLY thomas;33;SERRADONAVIO;AP;73898292223;19450315757847;True;True
AMBER dunlap;19;ABARA;BA;84127724668;79194661375477;True;True
MARIAH hernandez;71;ABAIARA;CE;62465580469;11818879228893;True;True
MARIA harris;90;Braslia;DF;45569442367;53286237305410;True;True
PAMELA stewart;64;AFONSOCLUDIO;ES;24240658705;12065035972173;True;True
OLIVIA barry;88;ABADIADEGOIS;GO;78329805913;45755765311256;True;True
CHELSEA hampton;81;AAILNDIA;MA;74796105999;32655895304490;True;True
AMANDA perez;87;ABADIADOSDOURADOS;MG;54939922995;82782639800170;True;True
DEBORAH harding;81;GUACLARA;MS;19980262303;41322244785981;True;True
ASHLEY roman;88;ACORIZAL;MT;68850015895;59107925420633;True;True
DONNA gomez;90;ABAETETUBA;PA;85339669386;39292994656189;True;True
SHARON harmon;72;GUABRANCA;PB;34817057866;75181912569702;True;True
DIANA johnson;75;ABREUELIMA;PE;72928862307;48111381298179;True;True
MEGHAN gross;33;ACAU;PI;69470172620;76719711289239;True;True
ALEXANDRA swanson;47;ABATI;PR;31423159004;06470399843247;True;True
RACHEL lamb;85;ANGRADOSREIS;RJ;72858349630;40325658828307;True;True
LAUREN brown;61;ACARI;RN;29394435301;77922024213541;True;True
NICHOLE garcia;76;ALTAFLORESTADOESTE;RO;17981758602;43394826042866;True;True
BRIDGET jones;41;AMAJARI;RR;55106268877;66138258289566;True;True
AMANDA kennedy;36;ACEGU;RS;33097445315;36720677976629;True;True
TAMARA hull;88;ABDONBATISTA;SC;67264093620;84524412914597;True;True
STEPHANIE peterson;59;AMPARODESOFRANCISCO;SE;84443422382;28118446903738;True;True
KATIE wang;54;ADAMANTINA;SP;56941165340;01389199452560;True;True
BROOKE mitchell;61;ABREULNDIA;TO;85017025790;22935669212202;True;True
MARY reynolds;44;ACRELNDIA;AC;37602355571;95513855148464;True;True
KATHLEEN jones;90;GUABRANCA;AL;84637058635;97692605014000;True;True
CATHERINE olsen;62;ALVARES;AM;82801846945;32805388543210;True;True
JULIE alvarez;37;SERRADONAVIO;AP;12460144598;07632325281046;True;True
ALICIA martinez;62;ABARA;BA;15118931762;14034532078692;True;True
SARA west;26;ABAIARA;CE;81844771806;50042068817116;True;True
FELICIA powers;47;Braslia;DF;90559081340;19208625283610;True;True
ELLEN gaines;83;AFONSOCLUDIO;ES;35940100406;14813490085635;True;True
SHANNON salazar;73;ABADIADEGOIS;GO;26598162718;86697599273909;True;True
CHRISTINE chan;26;AAILNDIA;MA;99538689640;64411295500654;True;True
REBECCA reyes;49;ABADIADOSDOURADOS;MG;21030880506;78293024631831;True;True
LESLIE wells;50;GUACLARA;MS;59741359039;91966825686438;True;True
MARY king;44;ACORIZAL;MT;43008707130;33539987918025;True;True
TIFFANY foley;87;ABAETETUBA;PA;57779449300;14106192280491;True;True
VANESSA chandler;41;GUABRANCA;PB;04979946666;57472868447190;True;True
MELANIE stewart;60;ABREUELIMA;PE;14337572066;50687387739609;True;True
BRIANNA george;22;ACAU;PI;84890124586;34249472458460;True;True
STEPHANIE holmes;78;ABATI;PR;05427779671;99981845689758;True;True
KATHLEEN rosario;28;ANGRADOSREIS;RJ;97952839012;09508545848233;True;True
LAUREN bell;44;ACARI;RN;22216517666;07359820520389;True;True
ANITA callahan;41;ALTAFLORESTADOESTE;RO;50895558424;92816079913708;True;True
JENNIFER gonzalez;44;AMAJARI;RR;76910748085;66942961954984;True;True
KAYLA parker;86;ACEGU;RS;48692701297;06736087441193;True;True
DAWN scott;43;ABDONBATISTA;SC;04428114036;30592901893533;True;True
BRANDY garcia;73;AMPARODESOFRANCISCO;SE;40182721892;86382407542380;True;True
JENNIFER johnson;59;ADAMANTINA;SP;52927638292;85098762467309;True;True
RACHEL scott;40;ABREULNDIA;TO;15640013931;75672533665005;True;True
JACQUELINE ochoa;90;ACRELNDIA;AC;38677401865;78293938513271;True;True
KATHERINE kline;84;GUABRANCA;AL;41297170652;19371710626144;True;True
TRACEY jordan;90;ALVARES;AM;34849223036;60648750075457;True;True
ELIZABETH ortega;49;SERRADONAVIO;AP;41642950157;63217861961863;True;True
